D:\shuoli\Desktop\pprzvideo00001\img_00030.jpg 1 105 275 219 159 
D:\shuoli\Desktop\pprzvideo00001\img_00031.jpg 1 126 279 194 125 
D:\shuoli\Desktop\pprzvideo00001\img_00032.jpg 1 136 292 179 122 
D:\shuoli\Desktop\pprzvideo00001\img_00033.jpg 1 145 303 152 112 
D:\shuoli\Desktop\pprzvideo00001\img_00034.jpg 1 172 319 129 93 
D:\shuoli\Desktop\pprzvideo00001\img_00035.jpg 1 159 319 134 95 
D:\shuoli\Desktop\pprzvideo00001\img_00036.jpg 1 180 319 121 85 
D:\shuoli\Desktop\pprzvideo00001\img_00037.jpg 1 160 327 115 81 
D:\shuoli\Desktop\pprzvideo00001\img_00038.jpg 1 183 340 105 68 
D:\shuoli\Desktop\pprzvideo00001\img_00039.jpg 1 200 377 93 85 
D:\shuoli\Desktop\pprzvideo00001\img_00040.jpg 1 199 535 86 86 
D:\shuoli\Desktop\pprzvideo00001\img_00041.jpg 1 180 603 103 65 
D:\shuoli\Desktop\pprzvideo00001\img_00042.jpg 1 186 634 114 44 
D:\shuoli\Desktop\pprzvideo00001\img_00043.jpg 1 193 547 92 45 
D:\shuoli\Desktop\pprzvideo00001\img_00044.jpg 1 155 458 113 47 
D:\shuoli\Desktop\pprzvideo00001\img_00045.jpg 1 150 404 116 31 
D:\shuoli\Desktop\pprzvideo00001\img_00046.jpg 1 146 410 104 20 
D:\shuoli\Desktop\pprzvideo00001\img_00047.jpg 1 149 410 126 24 
D:\shuoli\Desktop\pprzvideo00001\img_00048.jpg 1 172 415 136 22 
D:\shuoli\Desktop\pprzvideo00001\img_00049.jpg 1 160 437 167 12 
D:\shuoli\Desktop\pprzvideo00001\img_00050.jpg 1 133 410 194 28 
D:\shuoli\Desktop\pprzvideo00001\img_00051.jpg 1 119 417 213 28 
D:\shuoli\Desktop\pprzvideo00001\img_00052.jpg 1 148 401 189 44 
D:\shuoli\Desktop\pprzvideo00001\img_00053.jpg 1 173 395 199 62 
D:\shuoli\Desktop\pprzvideo00001\img_00054.jpg 1 153 385 188 60 
D:\shuoli\Desktop\pprzvideo00001\img_00055.jpg 1 63 384 356 124 
D:\shuoli\Desktop\pprzvideo00001\img_00056.jpg 1 132 370 223 155 
D:\shuoli\Desktop\pprzvideo00001\img_00057.jpg 1 76 332 345 204 
D:\shuoli\Desktop\pprzvideo00001\img_00058.jpg 1 40 307 444 282 
D:\shuoli\Desktop\pprzvideo00001\img_00059.jpg 1 115 285 389 373 
D:\shuoli\Desktop\pprzvideo00001\img_00060.jpg 1 9 250 501 455 
D:\shuoli\Desktop\pprzvideo00001\img_00061.jpg 1 62 201 451 562 
D:\shuoli\Desktop\pprzvideo00001\img_00062.jpg 1 52 181 461 608 
D:\shuoli\Desktop\pprzvideo00001\img_00063.jpg 1 11 159 502 637 
D:\shuoli\Desktop\pprzvideo00001\img_00064.jpg 1 8 134 505 642 
D:\shuoli\Desktop\pprzvideo00001\img_00065.jpg 1 1 123 512 596 
D:\shuoli\Desktop\pprzvideo00001\img_00066.jpg 1 38 147 449 490 
D:\shuoli\Desktop\pprzvideo00001\img_00067.jpg 1 74 171 385 411 
D:\shuoli\Desktop\pprzvideo00001\img_00068.jpg 1 121 162 287 323 
D:\shuoli\Desktop\pprzvideo00001\img_00069.jpg 1 119 208 262 274 
D:\shuoli\Desktop\pprzvideo00001\img_00070.jpg 1 148 221 234 244 
D:\shuoli\Desktop\pprzvideo00001\img_00071.jpg 1 101 218 224 224 
D:\shuoli\Desktop\pprzvideo00001\img_00072.jpg 1 111 225 226 213 
D:\shuoli\Desktop\pprzvideo00001\img_00073.jpg 1 121 248 206 221 
D:\shuoli\Desktop\pprzvideo00001\img_00074.jpg 1 71 273 206 220 
D:\shuoli\Desktop\pprzvideo00001\img_00075.jpg 1 28 299 186 226 
D:\shuoli\Desktop\pprzvideo00001\img_00076.jpg 1 4 334 161 228 
D:\shuoli\Desktop\pprzvideo00001\img_00077.jpg 1 15 387 188 227 
D:\shuoli\Desktop\pprzvideo00001\img_00078.jpg 1 92 434 203 217 
D:\shuoli\Desktop\pprzvideo00001\img_00079.jpg 1 131 454 193 224 
D:\shuoli\Desktop\pprzvideo00001\img_00080.jpg 1 149 445 189 237 
D:\shuoli\Desktop\pprzvideo00001\img_00081.jpg 1 207 451 201 239 
D:\shuoli\Desktop\pprzvideo00001\img_00082.jpg 1 264 412 186 219 
D:\shuoli\Desktop\pprzvideo00001\img_00083.jpg 1 240 327 202 219 
D:\shuoli\Desktop\pprzvideo00001\img_00084.jpg 1 223 360 200 240 
D:\shuoli\Desktop\pprzvideo00001\img_00085.jpg 1 176 363 220 247 
D:\shuoli\Desktop\pprzvideo00001\img_00086.jpg 1 146 333 213 268 
D:\shuoli\Desktop\pprzvideo00001\img_00087.jpg 1 145 350 220 246 
D:\shuoli\Desktop\pprzvideo00001\img_00088.jpg 1 116 331 219 243 
D:\shuoli\Desktop\pprzvideo00001\img_00089.jpg 1 99 330 215 240 
D:\shuoli\Desktop\pprzvideo00001\img_00090.jpg 1 99 245 215 239 
D:\shuoli\Desktop\pprzvideo00001\img_00091.jpg 1 125 275 216 226 
D:\shuoli\Desktop\pprzvideo00001\img_00092.jpg 1 142 296 216 230 
D:\shuoli\Desktop\pprzvideo00001\img_00093.jpg 1 163 280 218 235 
D:\shuoli\Desktop\pprzvideo00001\img_00094.jpg 1 187 255 228 268 
D:\shuoli\Desktop\pprzvideo00001\img_00095.jpg 1 199 238 237 271 
D:\shuoli\Desktop\pprzvideo00001\img_00096.jpg 1 187 273 241 238 
D:\shuoli\Desktop\pprzvideo00001\img_00097.jpg 1 200 296 216 195 
D:\shuoli\Desktop\pprzvideo00001\img_00098.jpg 1 194 302 259 197 
D:\shuoli\Desktop\pprzvideo00001\img_00099.jpg 1 143 282 336 179 
D:\shuoli\Desktop\pprzvideo00001\img_00100.jpg 1 125 260 352 155 
D:\shuoli\Desktop\pprzvideo00001\img_00101.jpg 1 99 341 350 108 
D:\shuoli\Desktop\pprzvideo00001\img_00102.jpg 1 111 437 321 52 
D:\shuoli\Desktop\pprzvideo00001\img_00103.jpg 1 98 444 307 31 
D:\shuoli\Desktop\pprzvideo00001\img_00104.jpg 1 121 442 277 54 
D:\shuoli\Desktop\pprzvideo00001\img_00105.jpg 1 119 411 266 68 
D:\shuoli\Desktop\pprzvideo00001\img_00106.jpg 1 105 415 237 91 
D:\shuoli\Desktop\pprzvideo00001\img_00107.jpg 1 143 414 188 97 
D:\shuoli\Desktop\pprzvideo00001\img_00108.jpg 1 143 417 195 103 
D:\shuoli\Desktop\pprzvideo00001\img_00109.jpg 1 172 395 177 108 
D:\shuoli\Desktop\pprzvideo00001\img_00110.jpg 1 165 391 166 107 
D:\shuoli\Desktop\pprzvideo00001\img_00111.jpg 1 142 422 158 111 
D:\shuoli\Desktop\pprzvideo00001\img_00112.jpg 1 119 428 154 125 
D:\shuoli\Desktop\pprzvideo00001\img_00113.jpg 1 126 434 137 121 
D:\shuoli\Desktop\pprzvideo00001\img_00114.jpg 1 145 434 139 122 
D:\shuoli\Desktop\pprzvideo00001\img_00115.jpg 1 132 354 135 134 
D:\shuoli\Desktop\pprzvideo00001\img_00116.jpg 1 136 400 128 119 
D:\shuoli\Desktop\pprzvideo00001\img_00117.jpg 1 135 371 126 127 
D:\shuoli\Desktop\pprzvideo00001\img_00118.jpg 1 143 363 131 128 
D:\shuoli\Desktop\pprzvideo00001\img_00119.jpg 1 175 351 116 133 
D:\shuoli\Desktop\pprzvideo00001\img_00120.jpg 1 158 293 127 138 
D:\shuoli\Desktop\pprzvideo00001\img_00121.jpg 1 160 319 117 128 
D:\shuoli\Desktop\pprzvideo00001\img_00122.jpg 1 167 300 116 115 
D:\shuoli\Desktop\pprzvideo00001\img_00123.jpg 1 159 256 124 114 
D:\shuoli\Desktop\pprzvideo00001\img_00124.jpg 1 179 265 108 115 
D:\shuoli\Desktop\pprzvideo00001\img_00125.jpg 1 163 267 114 117 
D:\shuoli\Desktop\pprzvideo00001\img_00126.jpg 1 155 293 113 104 
D:\shuoli\Desktop\pprzvideo00001\img_00127.jpg 1 153 346 111 106 
D:\shuoli\Desktop\pprzvideo00001\img_00128.jpg 1 148 496 113 111 
D:\shuoli\Desktop\pprzvideo00001\img_00129.jpg 1 145 482 105 121 
D:\shuoli\Desktop\pprzvideo00001\img_00130.jpg 1 143 479 111 114 
D:\shuoli\Desktop\pprzvideo00001\img_00131.jpg 1 152 459 102 111 
D:\shuoli\Desktop\pprzvideo00001\img_00132.jpg 1 156 368 102 116 
D:\shuoli\Desktop\pprzvideo00001\img_00133.jpg 1 139 393 111 110 
D:\shuoli\Desktop\pprzvideo00001\img_00134.jpg 1 133 397 117 109 
D:\shuoli\Desktop\pprzvideo00001\img_00135.jpg 1 92 394 105 121 
D:\shuoli\Desktop\pprzvideo00001\img_00136.jpg 1 30 391 112 121 
D:\shuoli\Desktop\pprzvideo00001\img_00137.jpg 1 13 397 123 115 
D:\shuoli\Desktop\pprzvideo00001\img_00138.jpg 1 34 402 118 113 
D:\shuoli\Desktop\pprzvideo00001\img_00140.jpg 1 217 420 132 132 
D:\shuoli\Desktop\pprzvideo00001\img_00141.jpg 1 291 449 137 143 
D:\shuoli\Desktop\pprzvideo00001\img_00142.jpg 1 318 459 131 137 
D:\shuoli\Desktop\pprzvideo00001\img_00143.jpg 1 329 451 130 145 
D:\shuoli\Desktop\pprzvideo00001\img_00144.jpg 1 329 454 157 155 
D:\shuoli\Desktop\pprzvideo00001\img_00145.jpg 1 337 441 140 163 
D:\shuoli\Desktop\pprzvideo00001\img_00146.jpg 1 344 430 153 187 
D:\shuoli\Desktop\pprzvideo00001\img_00147.jpg 1 318 420 181 220 
D:\shuoli\Desktop\pprzvideo00001\img_00148.jpg 1 285 407 202 236 
D:\shuoli\Desktop\pprzvideo00001\img_00149.jpg 1 250 414 234 214 
D:\shuoli\Desktop\pprzvideo00001\img_00150.jpg 1 140 378 273 248 
D:\shuoli\Desktop\pprzvideo00001\img_00151.jpg 1 18 367 347 259 
D:\shuoli\Desktop\pprzvideo00001\img_00152.jpg 1 1 363 265 274 
D:\shuoli\Desktop\pprzvideo00001\img_00153.jpg 1 1 329 193 304 
D:\shuoli\Desktop\pprzvideo00001\img_00154.jpg 1 5 300 191 330 
D:\shuoli\Desktop\pprzvideo00001\img_00155.jpg 1 1 283 223 351 
D:\shuoli\Desktop\pprzvideo00001\img_00156.jpg 1 5 260 212 351 
D:\shuoli\Desktop\pprzvideo00001\img_00157.jpg 1 1 275 226 342 
D:\shuoli\Desktop\pprzvideo00001\img_00158.jpg 1 3 294 315 302 
D:\shuoli\Desktop\pprzvideo00001\img_00159.jpg 1 68 302 331 299 
D:\shuoli\Desktop\pprzvideo00001\img_00160.jpg 1 131 319 316 284 
D:\shuoli\Desktop\pprzvideo00001\img_00161.jpg 1 176 321 270 263 
D:\shuoli\Desktop\pprzvideo00001\img_00162.jpg 1 189 333 260 244 
D:\shuoli\Desktop\pprzvideo00001\img_00163.jpg 1 182 314 246 232 
D:\shuoli\Desktop\pprzvideo00001\img_00164.jpg 1 180 341 235 215 
D:\shuoli\Desktop\pprzvideo00001\img_00165.jpg 1 180 326 209 194 
D:\shuoli\Desktop\pprzvideo00001\img_00166.jpg 1 162 381 213 201 
D:\shuoli\Desktop\pprzvideo00001\img_00167.jpg 1 145 408 206 191 
D:\shuoli\Desktop\pprzvideo00001\img_00168.jpg 1 135 496 204 169 
D:\shuoli\Desktop\pprzvideo00001\img_00169.jpg 1 150 535 179 183 
D:\shuoli\Desktop\pprzvideo00001\img_00170.jpg 1 139 557 181 187 
D:\shuoli\Desktop\pprzvideo00001\img_00171.jpg 1 118 566 196 188 
D:\shuoli\Desktop\pprzvideo00001\img_00172.jpg 1 121 592 194 189 
D:\shuoli\Desktop\pprzvideo00001\img_00173.jpg 1 118 614 184 165 
D:\shuoli\Desktop\pprzvideo00001\img_00174.jpg 1 115 594 202 184 
D:\shuoli\Desktop\pprzvideo00001\img_00175.jpg 1 138 491 207 187 
D:\shuoli\Desktop\pprzvideo00001\img_00176.jpg 1 149 358 206 195 
D:\shuoli\Desktop\pprzvideo00001\img_00177.jpg 1 148 265 196 200 
D:\shuoli\Desktop\pprzvideo00001\img_00178.jpg 1 146 206 195 205 
D:\shuoli\Desktop\pprzvideo00001\img_00179.jpg 1 142 252 203 180 
D:\shuoli\Desktop\pprzvideo00001\img_00180.jpg 1 150 260 205 188 
D:\shuoli\Desktop\pprzvideo00001\img_00181.jpg 1 139 248 216 206 
D:\shuoli\Desktop\pprzvideo00001\img_00182.jpg 1 128 246 220 211 
D:\shuoli\Desktop\pprzvideo00001\img_00183.jpg 1 111 259 244 230 
D:\shuoli\Desktop\pprzvideo00001\img_00184.jpg 1 112 258 216 214 
D:\shuoli\Desktop\pprzvideo00001\img_00185.jpg 1 112 266 225 233 
D:\shuoli\Desktop\pprzvideo00001\img_00186.jpg 1 77 266 218 247 
D:\shuoli\Desktop\pprzvideo00001\img_00187.jpg 1 10 182 217 250 
D:\shuoli\Desktop\pprzvideo00001\img_00188.jpg 1 3 270 187 248 
D:\shuoli\Desktop\pprzvideo00001\img_00189.jpg 1 1 188 229 271 
D:\shuoli\Desktop\pprzvideo00001\img_00190.jpg 1 7 152 240 309 
D:\shuoli\Desktop\pprzvideo00001\img_00191.jpg 1 3 118 304 339 
D:\shuoli\Desktop\pprzvideo00001\img_00192.jpg 1 4 80 374 399 
D:\shuoli\Desktop\pprzvideo00001\img_00193.jpg 1 4 43 402 419 
D:\shuoli\Desktop\pprzvideo00001\img_00194.jpg 1 1 2 459 460 
D:\shuoli\Desktop\pprzvideo00001\img_00195.jpg 1 1 5 489 477 
D:\shuoli\Desktop\pprzvideo00001\img_00196.jpg 1 1 1 465 492 
D:\shuoli\Desktop\pprzvideo00001\img_00197.jpg 1 1 1 506 453 
D:\shuoli\Desktop\pprzvideo00001\img_00198.jpg 1 1 149 512 322 
D:\shuoli\Desktop\pprzvideo00001\img_00200.jpg 1 1 346 512 157 
D:\shuoli\Desktop\pprzvideo00001\img_00201.jpg 1 1 331 512 224 
D:\shuoli\Desktop\pprzvideo00001\img_00202.jpg 1 3 141 510 451 
D:\shuoli\Desktop\pprzvideo00001\img_00203.jpg 1 11 289 488 398 
D:\shuoli\Desktop\pprzvideo00001\img_00204.jpg 1 41 358 433 370 
D:\shuoli\Desktop\pprzvideo00001\img_00205.jpg 1 24 471 432 305 
D:\shuoli\Desktop\pprzvideo00001\img_00206.jpg 1 57 478 406 285 
D:\shuoli\Desktop\pprzvideo00001\img_00207.jpg 1 91 525 401 306 
D:\shuoli\Desktop\pprzvideo00001\img_00208.jpg 1 25 610 398 221 
D:\shuoli\Desktop\pprzvideo00001\img_00209.jpg 1 95 670 327 161 
D:\shuoli\Desktop\pprzvideo00001\img_00210.jpg 1 13 653 370 178 
D:\shuoli\Desktop\pprzvideo00001\img_00211.jpg 1 54 623 294 208 
D:\shuoli\Desktop\pprzvideo00001\img_00212.jpg 1 67 648 311 183 
D:\shuoli\Desktop\pprzvideo00001\img_00213.jpg 1 117 619 261 203 
D:\shuoli\Desktop\pprzvideo00001\img_00214.jpg 1 147 572 261 211 
D:\shuoli\Desktop\pprzvideo00001\img_00215.jpg 1 147 555 261 214 
D:\shuoli\Desktop\pprzvideo00001\img_00216.jpg 1 148 569 235 189 
D:\shuoli\Desktop\pprzvideo00001\img_00217.jpg 1 157 528 242 223 
D:\shuoli\Desktop\pprzvideo00001\img_00218.jpg 1 182 455 210 195 
D:\shuoli\Desktop\pprzvideo00001\img_00219.jpg 1 196 282 209 179 
D:\shuoli\Desktop\pprzvideo00001\img_00220.jpg 1 91 290 213 154 
D:\shuoli\Desktop\pprzvideo00001\img_00221.jpg 1 165 300 206 164 
D:\shuoli\Desktop\pprzvideo00001\img_00222.jpg 1 189 341 219 143 
D:\shuoli\Desktop\pprzvideo00001\img_00223.jpg 1 185 313 235 159 
D:\shuoli\Desktop\pprzvideo00001\img_00224.jpg 1 190 324 246 133 
D:\shuoli\Desktop\pprzvideo00001\img_00225.jpg 1 209 302 240 125 
D:\shuoli\Desktop\pprzvideo00001\img_00226.jpg 1 185 275 260 115 
D:\shuoli\Desktop\pprzvideo00001\img_00227.jpg 1 132 269 335 98 
D:\shuoli\Desktop\pprzvideo00001\img_00228.jpg 1 135 302 322 45 
D:\shuoli\Desktop\pprzvideo00001\img_00229.jpg 1 133 283 326 71 
D:\shuoli\Desktop\pprzvideo00001\img_00230.jpg 1 136 282 326 89 
D:\shuoli\Desktop\pprzvideo00001\img_00231.jpg 1 123 270 307 132 
D:\shuoli\Desktop\pprzvideo00001\img_00232.jpg 1 106 266 310 155 
D:\shuoli\Desktop\pprzvideo00001\img_00233.jpg 1 116 271 290 166 
D:\shuoli\Desktop\pprzvideo00001\img_00234.jpg 1 142 275 273 177 
D:\shuoli\Desktop\pprzvideo00001\img_00235.jpg 1 135 243 264 201 
D:\shuoli\Desktop\pprzvideo00001\img_00236.jpg 1 138 243 267 199 
D:\shuoli\Desktop\pprzvideo00001\img_00237.jpg 1 128 226 270 215 
D:\shuoli\Desktop\pprzvideo00001\img_00238.jpg 1 92 206 259 236 
D:\shuoli\Desktop\pprzvideo00001\img_00239.jpg 1 79 211 229 238 
D:\shuoli\Desktop\pprzvideo00001\img_00240.jpg 1 74 201 207 236 
D:\shuoli\Desktop\pprzvideo00001\img_00241.jpg 1 74 222 210 233 
D:\shuoli\Desktop\pprzvideo00001\img_00242.jpg 1 69 188 232 247 
D:\shuoli\Desktop\pprzvideo00001\img_00243.jpg 1 99 186 230 231 
D:\shuoli\Desktop\pprzvideo00001\img_00244.jpg 1 122 188 215 226 
D:\shuoli\Desktop\pprzvideo00001\img_00245.jpg 1 108 198 244 229 
D:\shuoli\Desktop\pprzvideo00001\img_00246.jpg 1 38 179 266 246 
D:\shuoli\Desktop\pprzvideo00001\img_00247.jpg 1 68 191 281 260 
D:\shuoli\Desktop\pprzvideo00001\img_00248.jpg 1 84 228 247 241 
D:\shuoli\Desktop\pprzvideo00001\img_00249.jpg 1 129 245 199 206 
D:\shuoli\Desktop\pprzvideo00001\img_00250.jpg 1 170 240 182 184 
D:\shuoli\Desktop\pprzvideo00001\img_00251.jpg 1 227 248 181 150 
D:\shuoli\Desktop\pprzvideo00001\img_00252.jpg 1 253 232 177 173 
D:\shuoli\Desktop\pprzvideo00001\img_00253.jpg 1 268 231 128 149 
D:\shuoli\Desktop\pprzvideo00001\img_00254.jpg 1 233 225 139 141 
D:\shuoli\Desktop\pprzvideo00001\img_00255.jpg 1 227 248 158 137 
D:\shuoli\Desktop\pprzvideo00001\img_00256.jpg 1 254 265 168 143 
D:\shuoli\Desktop\pprzvideo00001\img_00257.jpg 1 298 286 141 142 
D:\shuoli\Desktop\pprzvideo00001\img_00258.jpg 1 295 252 142 138 
D:\shuoli\Desktop\pprzvideo00001\img_00259.jpg 1 247 225 131 143 
D:\shuoli\Desktop\pprzvideo00001\img_00260.jpg 1 253 219 148 141 
D:\shuoli\Desktop\pprzvideo00001\img_00261.jpg 1 231 208 152 143 
D:\shuoli\Desktop\pprzvideo00001\img_00263.jpg 1 251 103 164 150 
D:\shuoli\Desktop\pprzvideo00001\img_00264.jpg 1 266 63 139 141 
D:\shuoli\Desktop\pprzvideo00001\img_00265.jpg 1 231 56 178 149 
D:\shuoli\Desktop\pprzvideo00001\img_00266.jpg 1 236 78 182 143 
D:\shuoli\Desktop\pprzvideo00001\img_00267.jpg 1 237 60 168 132 
D:\shuoli\Desktop\pprzvideo00001\img_00268.jpg 1 226 19 175 109 
D:\shuoli\Desktop\pprzvideo00001\img_00269.jpg 1 224 19 171 111 
D:\shuoli\Desktop\pprzvideo00001\img_00270.jpg 1 212 23 189 135 
D:\shuoli\Desktop\pprzvideo00001\img_00271.jpg 1 223 34 190 143 
D:\shuoli\Desktop\pprzvideo00001\img_00272.jpg 1 241 74 171 135 
D:\shuoli\Desktop\pprzvideo00001\img_00273.jpg 1 266 81 153 134 
D:\shuoli\Desktop\pprzvideo00001\img_00275.jpg 1 283 174 132 91 
D:\shuoli\Desktop\pprzvideo00001\img_00276.jpg 1 260 178 156 85 
D:\shuoli\Desktop\pprzvideo00001\img_00277.jpg 1 241 184 161 95 
D:\shuoli\Desktop\pprzvideo00001\img_00278.jpg 1 246 188 123 75 
D:\shuoli\Desktop\pprzvideo00001\img_00279.jpg 1 223 169 151 80 
D:\shuoli\Desktop\pprzvideo00001\img_00280.jpg 1 168 166 173 54 
D:\shuoli\Desktop\pprzvideo00001\img_00281.jpg 1 140 155 167 60 
D:\shuoli\Desktop\pprzvideo00001\img_00283.jpg 1 213 225 153 41 
D:\shuoli\Desktop\pprzvideo00001\img_00284.jpg 1 239 246 135 29 
D:\shuoli\Desktop\pprzvideo00001\img_00285.jpg 1 251 240 127 47 
D:\shuoli\Desktop\pprzvideo00001\img_00286.jpg 1 251 225 127 55 
D:\shuoli\Desktop\pprzvideo00001\img_00287.jpg 1 237 216 139 49 
D:\shuoli\Desktop\pprzvideo00001\img_00288.jpg 1 239 212 142 57 
D:\shuoli\Desktop\pprzvideo00001\img_00289.jpg 1 261 243 107 56 
D:\shuoli\Desktop\pprzvideo00001\img_00290.jpg 1 253 252 106 60 
D:\shuoli\Desktop\pprzvideo00001\img_00291.jpg 1 234 235 137 69 
D:\shuoli\Desktop\pprzvideo00001\img_00292.jpg 1 258 229 114 60 
D:\shuoli\Desktop\pprzvideo00001\img_00293.jpg 1 236 239 103 85 
D:\shuoli\Desktop\pprzvideo00001\img_00295.jpg 1 186 96 128 75 
D:\shuoli\Desktop\pprzvideo00001\img_00308.jpg 1 277 114 131 78 
D:\shuoli\Desktop\pprzvideo00001\img_00309.jpg 1 230 113 153 88 
D:\shuoli\Desktop\pprzvideo00001\img_00310.jpg 1 223 135 122 81 
D:\shuoli\Desktop\pprzvideo00001\img_00311.jpg 1 214 147 133 89 
D:\shuoli\Desktop\pprzvideo00001\img_00312.jpg 1 196 120 136 92 
D:\shuoli\Desktop\pprzvideo00001\img_00313.jpg 1 207 141 125 97 
D:\shuoli\Desktop\pprzvideo00001\img_00314.jpg 1 219 186 129 89 
D:\shuoli\Desktop\pprzvideo00001\img_00315.jpg 1 219 209 125 87 
D:\shuoli\Desktop\pprzvideo00001\img_00316.jpg 1 202 235 126 101 
D:\shuoli\Desktop\pprzvideo00001\img_00317.jpg 1 206 262 136 109 
D:\shuoli\Desktop\pprzvideo00001\img_00318.jpg 1 224 296 113 105 
D:\shuoli\Desktop\pprzvideo00001\img_00319.jpg 1 221 314 110 120 
D:\shuoli\Desktop\pprzvideo00001\img_00320.jpg 1 209 348 128 116 
D:\shuoli\Desktop\pprzvideo00001\img_00321.jpg 1 216 383 116 120 
D:\shuoli\Desktop\pprzvideo00001\img_00322.jpg 1 199 395 122 134 
D:\shuoli\Desktop\pprzvideo00001\img_00323.jpg 1 193 401 125 119 
D:\shuoli\Desktop\pprzvideo00001\img_00324.jpg 1 192 401 120 118 
D:\shuoli\Desktop\pprzvideo00001\img_00325.jpg 1 214 385 107 111 
D:\shuoli\Desktop\pprzvideo00001\img_00326.jpg 1 224 320 113 107 
D:\shuoli\Desktop\pprzvideo00001\img_00327.jpg 1 231 259 101 116 
D:\shuoli\Desktop\pprzvideo00001\img_00328.jpg 1 229 245 109 105 
D:\shuoli\Desktop\pprzvideo00001\img_00329.jpg 1 250 255 101 103 
D:\shuoli\Desktop\pprzvideo00001\img_00330.jpg 1 277 273 94 104 
D:\shuoli\Desktop\pprzvideo00001\img_00331.jpg 1 236 286 96 104 
D:\shuoli\Desktop\pprzvideo00001\img_00332.jpg 1 126 252 91 106 
D:\shuoli\Desktop\pprzvideo00001\img_00344.jpg 1 297 540 69 74 
D:\shuoli\Desktop\pprzvideo00001\img_00355.jpg 1 223 414 102 89 
D:\shuoli\Desktop\pprzvideo00001\img_00356.jpg 1 243 410 84 92 
D:\shuoli\Desktop\pprzvideo00001\img_00357.jpg 1 234 397 93 102 
D:\shuoli\Desktop\pprzvideo00001\img_00358.jpg 1 239 395 109 114 
D:\shuoli\Desktop\pprzvideo00001\img_00359.jpg 1 220 428 102 92 
D:\shuoli\Desktop\pprzvideo00001\img_00360.jpg 1 192 492 105 121 
D:\shuoli\Desktop\pprzvideo00001\img_00361.jpg 1 175 563 109 111 
D:\shuoli\Desktop\pprzvideo00001\img_00362.jpg 1 149 596 94 81 
D:\shuoli\Desktop\pprzvideo00001\img_00363.jpg 1 175 583 126 107 
D:\shuoli\Desktop\pprzvideo00001\img_00364.jpg 1 169 599 118 102 
D:\shuoli\Desktop\pprzvideo00001\img_00365.jpg 1 167 604 110 111 
D:\shuoli\Desktop\pprzvideo00001\img_00366.jpg 1 156 616 128 93 
D:\shuoli\Desktop\pprzvideo00001\img_00367.jpg 1 150 613 96 71 
D:\shuoli\Desktop\pprzvideo00001\img_00368.jpg 1 156 610 97 72 
D:\shuoli\Desktop\pprzvideo00001\img_00369.jpg 1 165 607 112 66 
D:\shuoli\Desktop\pprzvideo00001\img_00371.jpg 1 214 536 87 80 
D:\shuoli\Desktop\pprzvideo00001\img_00373.jpg 1 246 452 85 84 
D:\shuoli\Desktop\pprzvideo00001\img_00374.jpg 1 239 457 103 76 
D:\shuoli\Desktop\pprzvideo00001\img_00375.jpg 1 247 499 90 87 
D:\shuoli\Desktop\pprzvideo00001\img_00376.jpg 1 260 495 88 67 
D:\shuoli\Desktop\pprzvideo00001\img_00377.jpg 1 256 468 98 65 
D:\shuoli\Desktop\pprzvideo00001\img_00378.jpg 1 240 449 112 76 
D:\shuoli\Desktop\pprzvideo00001\img_00379.jpg 1 250 405 114 66 
